,Query,Cosine Similarity
353,swine flu outbreak,0.56653196
354,flu or cold test,0.5660246
355,flu like symptoms pregnant,0.5659568
356,swine flu virus,0.5643759
357,swine flu vaccine,0.5632548
358,swine flu news,0.5616133
359,aussie flu symptoms 2017,0.5614757
360,flu vs coronavirus,0.5614627
361,cold and flu relief,0.5613568
362,aussie flu symptoms,0.56101584
363,swine flu cases,0.5606388
364,difference between a cold and flu,0.5605345
365,cold or flu quiz,0.56039023
366,symptoms of australian flu,0.55988246
367,should i have the flu jab,0.55984604
368,flu b symptoms,0.5588909
369,coronavirus cold or flu,0.55853724
370,swine flu treatment,0.557821
371,flu incubation period,0.55689216
372,swine flu latest,0.55630267
373,flu how long does it last,0.553964
374,cold and flu medicine,0.55370057
375,lloyds flu jab,0.55343646
376,flu shot reactions,0.5534003
377,swine flu jab,0.55265063
378,man flu video,0.5521846
379,h1n1 influenza,0.55200905
380,flu jab vaccine,0.5517187
381,swine flu vaccination,0.55168366
382,is the flu jab safe,0.551089
383,symptoms of aussie flu,0.5507784
384,what is man flu,0.5503108
385,incubation period for flu,0.54758304
386,what to eat when you have the flu,0.5441345
387,what is influenza b,0.54297096
388,effects of flu jab,0.54274935
389,flu vaccine side effects,0.5419587
390,swine flu spread,0.541838
391,bird flu uk,0.5415975
392,where can i get flu jab,0.54093343
393,influenza b symptoms,0.5405256
394,swine flu epidemic,0.5402506
395,cold or flu symptoms,0.5396359
396,best cold and flu medicine,0.53895307
397,swine flu game,0.5385716
398,beechams flu plus,0.5365905
399,child nasal flu vaccine,0.5363222
400,when is flu contagious,0.5351532
401,should i get a flu shot,0.5346391
402,tattoo flu,0.5338514
403,flu vaccination side effects,0.53248304
404,gastric flu,0.53103757
405,nurofen cold and flu,0.53092504
406,tesco flu jab,0.53058064
407,stomach flu symptoms,0.52899027
408,boots flu vaccine,0.5287425
409,superdrug flu jab,0.5285018
410,best medicine for cold and flu,0.5283431
411,flu jab symptoms,0.52797
412,swine flu facts,0.5271579
413,difference between cold and flu,0.5270902
414,bird flu virus,0.5260432
415,bird flu pandemic,0.5259592
416,cold and flu tablets,0.52530706
417,swine flu symtoms,0.52462566
418,how many people die from flu,0.52329224
419,lemsip cold and flu,0.52244514
420,cold and flu symptoms,0.52159005
421,what is the swine flu,0.521076
422,swine flu antiviral,0.5209072
423,side effects of flu vaccine,0.52055055
424,how long does the flu last,0.52001727
425,flu jab cost,0.5199468
426,avian flu latest,0.51968366
427,bird flu wales,0.5193502
428,signs of swine flu,0.5187838
429,spanish flu symptoms,0.51877624
430,green book influenza,0.51862323
431,how long does flu last,0.5185078
432,coronavirus or flu or cold,0.51823103
433,effects of swine flu,0.51729757
434,distributing vaccines and treatments for covid-19 and flu,0.5172651
435,lloyds pharmacy flu jab,0.51612306
436,symptoms swine flu,0.5150447
437,symptoms of stomach flu,0.5145219
438,cold and flu remedies,0.514042
439,boots flu,0.51348186
440,swine flu symptons,0.5134079
441,tesco pharmacy flu jab,0.5130639
442,sickness virus,0.5127222
443,fever,0.5121715
444,swine flu symptoms checker,0.5118649
445,cold flu remedies,0.5106761
446,illnesses,0.50947744
447,how long can flu last,0.50886583
448,cold flu symptoms,0.5069617
449,avian bird flu,0.5059861
450,flue,0.5058216
451,symtoms of swine flu,0.5057644
452,how did spanish flu end,0.5057392
453,swine flu map,0.5051244
454,how long does a flu last,0.50499415
455,symptoms of the swine flu,0.50443333
456,hay fever,0.5037967
457,boots cold and flu,0.5036625
458,flu injection side effects,0.5031756
459,how long to recover from flu,0.50156265
460,boots flu jabs,0.5010387
461,flu vaccine child side effects,0.50060284
462,china bird flu,0.50058055
463,bird flu vaccine,0.50046766
464,cheerleader flu shot,0.5003981
465,how long is the flu contagious,0.4994872
466,what is swine flu,0.49879032
467,benylin 4 flu tablets,0.49858135
468,ebola,0.49552038
469,flu jab side effects 2018,0.49533075
470,ebola disease,0.4952389
471,how long are you contagious with the flu,0.49333036
472,swine flu death,0.49250805
473,virus ebola,0.492032
474,h3n8 bird flu,0.49146402
475,hay fever cough,0.4904963
476,swine flu deaths,0.4903023
477,wine flu,0.48961714
478,cough and fever,0.48922607
479,boots flu jab,0.48768297
480,bird flue,0.48750672
481,fever contagious,0.48740938
482,how many people die of flu each year uk,0.48645198
483,lemsip max cold and flu,0.48639405
484,symptoms of swine flu,0.48615748
485,how long is flu contagious,0.48536146
486,can you take cold and flu when pregnant,0.48526192
487,how long do flu symptoms last,0.48469204
488,ebola outbreak,0.48453146
489,boots flu jab 2020,0.4838837
490,fever virus,0.48374304
491,cough fever,0.48221385
492,flu jab side effects,0.48160723
493,lemsip cold and flu capsules,0.48122793
494,ebola epidemic,0.4804831
495,get sick,0.47945246
496,ebola vaccine,0.47815418
497,illness,0.47769463
498,cold fever,0.47733274
499,h1n1 flu symptoms,0.47444078
500,outbreak,0.47344652
501,stop sickness,0.4732062
502,fever nhs,0.47238287
503,pneumonia,0.47122347
504,ebola uk,0.47058645
505,side effects of flu jab,0.47046983
506,sickness,0.47040558
507,bird flu restrictions,0.470039
508,side effects of the flu jab,0.46991688
509,bird flu 2023,0.4693774
510,bird flu symptoms,0.4693111
511,be sick,0.46922812
512,ebola crisis,0.46879858
513,ebola virus disease,0.4678164
514,baby fever,0.46772793
515,cold and flu tablets when pregnant,0.4673541
516,hay fever or cold,0.46686882
517,michael jordan flu game,0.4651178
518,viral cough,0.46471044
519,fever injection,0.46396813
520,flu shot side effects,0.46380484
521,epidemic pandemic,0.4632837
522,bird flu 2022,0.46323502
523,sick virus,0.46262372
524,balanced flue,0.46212658
525,can humans get bird flu,0.4620719
526,have fever,0.46155474
527,swine flu symptoms in children,0.46154103
528,viral cold,0.4614148
529,hay fever uk,0.46125862
530,swine flue symptoms,0.46074226
531,swine flu symptoms in adults,0.4607414
532,fevers,0.45896494
533,what are the symptoms of swine flu,0.45818064
534,news ebola,0.45787463
535,the ebola outbreak,0.45785677
536,the ebola virus,0.45752907
537,clinical infectious diseases,0.45623
538,24 hour sickness,0.45450062
539,hay fever injection,0.45393032
540,about ebola,0.45376056
541,ebola cure,0.45289427
542,how long did the spanish flu last,0.4528436
543,ebola spread,0.4517852
544,high fever,0.4512434
545,nhs pneumonia,0.45107672
546,infant fever,0.45091206
547,cold and fever,0.450415
548,bird flu map,0.4503328
549,side effects of flu shot,0.44956774
550,fever and vomiting,0.44931534
551,hay fever medicine,0.44927326
552,swine flu vaccine side effects,0.44922388
553,infectious disease,0.4491433
554,ebola treatment,0.44872624
555,infectious diseases,0.44821513
556,stop feeling sick,0.44820037
557,severe hay fever,0.44696045
558,ebola symptoms,0.44571984
559,contagious diseases,0.44557625
560,cholera,0.4451419
561,sickness bug,0.44434372
562,fever cure,0.44418934
563,pandemic,0.4436518
564,viral pneumonia,0.44361293
565,winter vomiting virus,0.4429219
566,anti sickness,0.44205746
567,vomiting virus,0.44131342
568,a fever,0.44126984
569,covid 19 vaccine,0.44123182
570,covid 19 cough,0.44101503
571,yellow fever,0.44085
572,hay fever relief,0.44061124
573,pneumonia vaccine,0.44054475
574,covid 19 sneezing,0.44028604
575,pneumonia contagious,0.4399262
576,child fever,0.439858
577,incubation period for swine flu,0.43974707
578,cough virus,0.43905503
579,coughing,0.43881056
580,respiratory infection,0.4384285
581,covid19 vaccine,0.4377974
582,feeling sick,0.43773744
583,ebola in,0.4348242
584,fever medicine,0.43475792
585,cold virus,0.434371
586,infection,0.43425673
587,how long did spanish flu last,0.43416107
588,pandemic and epidemic,0.43366727
589,hay fever cure,0.4336238
590,coughing and vomiting,0.43361238
591,baby being sick,0.4332818
592,africa ebola,0.43257234
593,chills and fever,0.4325496
594,sickness and,0.4324274
595,i have pneumonia,0.43242258
596,infections,0.43214622
597,nhs covid vaccine,0.43187162
598,lassa fever,0.43149638
599,fever with chills,0.43079787
600,hay fever season,0.43021598
601,vaccine,0.4302068
602,infected,0.4295767
603,swine fever,0.4295603
604,have a fever,0.42936996
605,airborne virus,0.4286462
606,fluu,0.42771477
607,emerging infectious diseases,0.42764896
608,illness symptoms,0.427038
609,swine flu incubation period,0.4268769
610,sickness diarrhea,0.4266698
611,fever while pregnant,0.42657778
612,hay fever medication,0.42656553
613,ebola cases,0.42614424
614,can you take cold and flu medicine while pregnant,0.4252882
615,virus outbreak,0.42510587
616,gastric flu symptoms,0.42466432
617,cure for ebola,0.4240234
618,ebola chan,0.4240149
619,spell pneumonia,0.423889
620,unwell,0.4238032
621,covid vaccine,0.42370895
622,nhs covid vaccination,0.42327583
623,sickness bugs,0.42307705
624,no fever,0.42296332
625,systemic infection,0.4229133
626,pneumonia jab,0.42264086
627,rabbit fever,0.42244384
628,ebola latest,0.42135906
629,vaccination,0.4202686
630,24 hour sickness bug,0.4202522
631,journal of infectious diseases,0.42023027
632,is ebola,0.42018613
633,covid and sneezing,0.42013985
634,toddler fever,0.42012492
635,hay fever season uk,0.41979185
636,hay fever tablets,0.41938013
637,e coli outbreak,0.41902685
638,fever series,0.41862005
639,the symptoms of ebola,0.41704333
640,got a cold,0.41649103
641,vaccinated,0.41642553
642,whooping cough,0.4162873
643,coronavirus sneezing,0.4162533
644,getting rid of a cold,0.41615888
645,ebola virus symptoms,0.41615385
646,nhs scarlet fever,0.41600525
647,inflammatory diseases,0.4153693
648,fever pregnancy,0.41506135
649,severe morning sickness,0.41383186
650,getting a cold,0.41357347
651,hay fever pregnancy,0.4132086
652,fever sore,0.41309828
653,ebola hemorrhagic fever,0.4129711
654,ebola death,0.41287696
655,fever and pregnancy,0.41269958
656,who ebola,0.41269958
657,be unwell,0.41251528
658,cholera disease,0.4124972
659,fever treatment,0.41235298
660,ebola in africa,0.41163266
661,immune system,0.41130677
662,how to get rid of sickness,0.41114596
663,40 fever,0.41015774
664,scarlet fever,0.40988672
665,best hay fever medicine,0.40980145
666,rheumatic fever,0.40971863
667,how to stop feeling sick,0.4092897
668,fluoxetine,0.4091605
669,feeling unwell,0.40911278
670,eat when sick,0.40901735
671,pandemic vs epidemic,0.40892896
672,twin wall flue,0.40889812
673,cold contagious,0.40868714
674,hay fever treatments,0.4078086
675,diarrhea and sickness,0.40768158
676,yellow fever vaccine,0.4075899
677,low grade fever,0.40754488
678,sneezing covid,0.4074049
679,covid 19,0.40722904
680,bronchitis contagious,0.4071931
681,39 fever,0.4071437
682,feel sick,0.40705076
683,stomach virus,0.40703133
684,vomiting,0.4069814
685,fever tablets,0.4069448
686,covid and runny nose,0.40637556
687,having a cold,0.4062797
688,beechams cold and flu,0.40562627
689,hay fever cures,0.40543133
690,symptoms of ebola,0.40534842
691,hay fever treatment,0.40503153
692,hay fever in babies,0.40493906
693,hay fever remedy,0.40488568
694,baby with a cold,0.40441597
695,ebola virus facts,0.40439042
696,fever in child,0.4043675
697,get rid of fever,0.40393144
698,acquired immunity,0.40376118
699,bad cold,0.40321046
700,inflammation,0.40311396
701,immunity,0.4030516
702,immune disorders,0.40293732
703,q fever,0.40285555
704,hay fever in pregnancy,0.40278465
705,hay fever allergy,0.40252542
706,sore throat and fever,0.40252364
707,fever during pregnancy,0.4025063
708,body aches no fever,0.40221718
709,inflammatory disease,0.40186533
710,fever in pregnancy,0.40149406
711,nhs vaccine,0.40116856
712,defra bird flu map,0.40006912
713,bacterial pneumonia,0.39985058
714,ebola facts,0.3998364
715,smallpox virus,0.3998118
716,scarlet fever contagious,0.39975744
717,hay fever rash,0.39915657
718,vaccine news,0.39889574
719,coronavirus cough,0.39883813
720,medicine for hay fever,0.3984091
721,cold or coronavirus,0.39799458
722,coughs and colds,0.3973453
723,after pneumonia,0.39725697
724,my baby has a cold,0.39693922
725,child with fever,0.39658278
726,fever pain,0.39644969
727,sore throat no fever,0.3964412
728,immune,0.39614195
729,infection control,0.39603862
730,bronchial pneumonia,0.39584318
731,corona virus cough,0.3958342
732,had a cold for 3 weeks,0.39550233
733,fever remedies,0.39517653
734,how long does stomach flu last,0.39466724
735,winter virus,0.39458448
736,pregnant with a cold,0.39452696
737,pfizer covid vaccine,0.3942311
738,virus disease,0.39419985
739,upper respiratory infection,0.39418027
740,runny nose and cough,0.39402765
741,headache and fever,0.39331716
742,bronchitis,0.39326307
743,best medicine for hay fever,0.39295223
744,croup contagious,0.39281493
745,get rid of a cold,0.39243335
746,immune response,0.39225346
747,really bad cold,0.3921317
748,sore throat and covid,0.39211935
749,best way to get rid of a cold,0.39207268
750,post viral fatigue,0.3919238
751,common cold,0.39110467
752,hay fever sore throat,0.39104015
753,stop a cold,0.3907684
754,immune system diseases,0.39054456
755,fever in babies,0.39043438
756,plague,0.39036477
757,anime fever,0.3901814
758,fever rash,0.3901393
759,viral infections,0.3900925
760,viral bronchitis,0.39002055
761,dog fever,0.38947022
762,ebola sierra leone,0.38903272
763,coronavirus fever,0.38900274
764,severe cold,0.3887304
765,sneezing covid symptom,0.38849565
766,runny nose and sneezing,0.38845432
767,viral infection,0.38823378
768,fever 38,0.38822767
769,current cold virus,0.38818216
770,inflammatory,0.38763216
771,immunization,0.387539
772,yellow fever vaccination,0.38726598
773,your immune system,0.38704792
774,morning sickness relief,0.38701406
775,fever in children,0.38693726
776,fever cause,0.38692558
777,feel unwell,0.38658616
778,cough syrup,0.38654962
779,sinus infection contagious,0.38649932
780,outbreak movie,0.38642046
781,book covid vaccine,0.38632905
782,valley fever,0.38610843
783,fever children,0.38607153
784,how to reduce a fever,0.3859928
785,covid vaccine uk,0.38581026
786,inflamation,0.385523
787,quickest way to get rid of a cold,0.3850638
788,nhs norovirus,0.38505748
789,what is hay fever,0.3850533
790,best thing for a cold,0.38484532
791,foods to eat when sick,0.38481167
792,antiinflammatory,0.38463086
793,runny nose with covid,0.38400826
794,winter sickness,0.3838879
795,low immune system,0.38385576
796,coughing up,0.38382253
797,cough and cold,0.3835778
798,how to get rid of a fever,0.38346103
799,critical illness,0.38332772
800,fastest way to get rid of a cold,0.38303506
801,infant cough,0.3824277
802,chills and sore throat,0.3824203
803,get a cold,0.3822898
804,morning sickness cures,0.38228264
805,vaccine pregnancy,0.38225284
806,chills no fever,0.38205624
807,honey for cough,0.38160312
808,vaccine a,0.38139588
809,best ways to get rid of a cold,0.38120908
810,cure a cold,0.38119876
811,fever blister,0.3810138
812,typhoid fever,0.38094828
813,chesty cough covid,0.38093805
814,cough after covid,0.38085985
815,tick fever,0.38078415
816,lower respiratory infection,0.38053077
817,unwell women,0.38034588
818,chills without fever,0.38030955
819,pneumonia shot,0.38011816
820,start of a cold,0.3796791
821,coronavirus pneumonia,0.3796641
822,catching a cold,0.37923414
823,sickness during pregnancy,0.37909314
824,when you have a fever,0.3789196
825,what to eat when sick,0.37878084
826,covid vaccine near me,0.37868273
827,is pneumonia contagious,0.3786348
828,meningitis outbreak,0.37843335
829,vaccinations,0.3783982
830,covid19 symptoms,0.3783199
831,double pneumonia,0.37804857
832,c diff infection,0.3777309
833,fluoride treatment,0.37708405
834,ways to get rid of a cold,0.3770211
835,fever headache,0.3769946
836,e coli infection,0.37679586
837,the immune system,0.3765694
838,fever in toddler,0.37656337
839,ebola in sierra leone,0.37613693
840,enterovirus,0.37600386
841,salmonella,0.37591004
842,fever sore throat,0.3757549
843,viral meningitis contagious,0.37560248
844,winter sickness bug,0.3755515
845,have a cold,0.37554607
846,pandemic 3,0.37539327
847,baby coughing,0.37533247
848,norovirus contagious,0.37512413
849,when you have a cold,0.37498394
850,diseases,0.37493646
851,salmonella outbreak,0.37468708
852,best cure for a cold,0.37436673
853,mucus cough,0.37435648
854,temperature fever,0.37428695
855,antiviral,0.37405497
856,scarlet fever pregnancy,0.37398386
857,fever blisters,0.37370047
858,sleeping sickness,0.37365484
859,cough and sore throat,0.3734915
860,chronic inflammation,0.3733389
861,ssris,0.3731005
862,infection symptoms,0.37296996
863,immune system disorders,0.37264147
864,scarlet fever in pregnancy,0.37261426
865,dry cough covid,0.3726097
866,scarlet fever and pregnancy,0.37237984
867,scarlet fever incubation,0.37235215
868,bronchial infection,0.3723407
869,virus,0.37229806
870,fever adults,0.37224293
871,meningitis contagious,0.3722381
872,haiti cholera,0.3719347
873,toddler high fever,0.3718569
874,hay fever remedies,0.37162334
875,constantly coughing,0.3712927
876,how to get rid of a cold,0.37122732
877,vomit bug,0.37113568
878,how to stop hay fever,0.37108108
879,microscopic colitis,0.3708202
880,is pneumonia,0.3707854
881,throat cough,0.37073752
882,immunisations,0.37024212
883,colon infection,0.370088
884,immunologist,0.37000045
885,cough and headache,0.3699379
886,fever of 39,0.36982176
887,the common cold,0.36970454
888,virus symptoms,0.36958286
889,pneumonia injection,0.36933878
890,winter viruses,0.36926532
891,beaver fever,0.36921036
892,severe cough,0.36917895
893,cough medicine,0.36904848
894,why do i feel sick,0.36901194
895,auto immune diseases,0.36871415
896,cotton fever,0.36864445
897,fever symptom,0.36863652
898,christmas disease,0.36849678
899,serum sickness,0.36845222
900,tickly cough coronavirus,0.36828396
901,headache and feeling sick,0.36819872
902,keep coughing,0.3681329
903,runny nose coronavirus,0.3680938
904,communicable diseases,0.36803705
905,viral diseases,0.36792415
906,nhs covid19,0.3678942
907,allergy cough,0.36773115
908,whooping cough vaccine,0.3676985
909,fever in adults,0.36746496
910,dengue fever,0.36725807
